Zone,Family,Member,Link,Collected
Dustwallow Marsh,Bird of Prey,Heronis,https://www.wow-petopia.com/npc.php?id=50342, N
Dustwallow Marsh,Crab,Hugeclaw,https://www.wow-petopia.com/npc.php?id=50957, N
Dustwallow Marsh,Mechanical,Model GU-4RD-3R,https://www.wow-petopia.com/npc.php?id=115479, N
Dustwallow Marsh,Worm,Oozeworm,https://www.wow-petopia.com/npc.php?id=14237, N
Dustwallow Marsh,Beetle,Roth-Salam,https://www.wow-petopia.com/npc.php?id=51061, N
Dustwallow Marsh,Shale Beast,Scintillex,https://www.wow-petopia.com/npc.php?id=51069, N
Dustwallow Marsh,Boar,Scruff,https://www.wow-petopia.com/npc.php?id=50945, N
Dustwallow Marsh,Wolf,Spot,https://www.wow-petopia.com/npc.php?id=4950, N
Dustwallow Marsh,Wasp,Teromak,https://www.wow-petopia.com/npc.php?id=50901, N
Mount Hyjal,Spirit Beast,Ankha,https://www.wow-petopia.com/npc.php?id=54318, N
Mount Hyjal,Spirit Beast,Ban'thalos,https://www.wow-petopia.com/npc.php?id=54320, N
Mount Hyjal,Spirit Beast,Magria,https://www.wow-petopia.com/npc.php?id=54319, N
Mount Hyjal,Bird of Prey,Blaithe,https://www.wow-petopia.com/npc.php?id=41084, N
Mount Hyjal,Hound,Kelbnar,https://www.wow-petopia.com/npc.php?id=53265, N
Mount Hyjal,Core Hound,Smolderos the Carbonizer,https://www.wow-petopia.com/npc.php?id=39348, N
Mount Hyjal,Basilisk,Spinescale Matriarch,https://www.wow-petopia.com/npc.php?id=40403, N
Mount Hyjal,Turtle,Terrorpene,https://www.wow-petopia.com/npc.php?id=50058, N
Molten Front,Spider,Anthriss,https://www.wow-petopia.com/npc.php?id=54338, N
Molten Front,Spider,Deth'tilac,https://www.wow-petopia.com/npc.php?id=54322, N
Molten Front,Spider,Kirix,https://www.wow-petopia.com/npc.php?id=54323, N
Molten Front,Spider,Skitterflame,https://www.wow-petopia.com/npc.php?id=54324, N
Molten Front,Spider,Solix,https://www.wow-petopia.com/npc.php?id=54321, N
Molten Front,Crab,Karkin,https://www.wow-petopia.com/npc.php?id=50959, N
Molten Front,Cat,Skarr,https://www.wow-petopia.com/npc.php?id=50815, N
Azshara,Feathermane,Antilos,https://www.wow-petopia.com/npc.php?id=6648, N
Azshara,Mechanical, N.U.T.Z.,https://www.wow-petopia.com/npc.php?id=107477, N
Azshara,Turtle,Scalebeard,https://www.wow-petopia.com/npc.php?id=13896, N
Azshara,Chimaera,The Evalcharr,https://www.wow-petopia.com/npc.php?id=8660, N
Feralas,Feathermane,Antilus the Soarer,https://www.wow-petopia.com/npc.php?id=5347, N
Feralas,Feathermane,Skystormer,https://www.wow-petopia.com/npc.php?id=90816, N
Feralas,Wind Serpent,Arash-ethis,https://www.wow-petopia.com/npc.php?id=5349, N
Feralas,Bear,Old Grizzlegut,https://www.wow-petopia.com/npc.php?id=5352, N
Feralas,Wasp,Qirot,https://www.wow-petopia.com/npc.php?id=5350, N
Feralas,Wasp,Stinglasher,https://www.wow-petopia.com/npc.php?id=14661, N
Feralas,Wolf,Snarler,https://www.wow-petopia.com/npc.php?id=5356, N
Feralas,Chimaera,The Razza,https://www.wow-petopia.com/npc.php?id=11497, N
Nagrand - Draenor,Warp Stalker,Aogexon,https://www.wow-petopia.com/npc.php?id=86774, N
Nagrand - Draenor,Clefthoof,Banthar,https://www.wow-petopia.com/npc.php?id=82119, N
Nagrand - Draenor,Clefthoof,Bergruu,https://www.wow-petopia.com/npc.php?id=86732, N
Nagrand - Draenor,Clefthoof,Flinthide,https://www.wow-petopia.com/npc.php?id=83483, N
Nagrand - Draenor,Clefthoof, Nakk the Thunderer,https://www.wow-petopia.com/npc.php?id=50990, N
Nagrand - Draenor,Mammoth,Dekorhan,https://www.wow-petopia.com/npc.php?id=86743, N
Nagrand - Draenor,Mammoth,Luk'hok,https://www.wow-petopia.com/npc.php?id=50981, N
Nagrand - Draenor,Stag,Direhoof,https://www.wow-petopia.com/npc.php?id=86729, N
Nagrand - Draenor,Stag,Gnarlhoof the Rabid,https://www.wow-petopia.com/npc.php?id=82778, N
Nagrand - Draenor,Stag,Tall Buck,https://www.wow-petopia.com/npc.php?id=82116, N
Nagrand - Draenor,Hydra,Gaz'orda,https://www.wow-petopia.com/npc.php?id=80122, N
Nagrand - Draenor,Hydra,Lernaea,https://www.wow-petopia.com/npc.php?id=80370, N
Nagrand - Draenor,Bird of Prey,Greatfeather,https://www.wow-petopia.com/npc.php?id=82758, N
Nagrand - Draenor,Bird of Prey,Thek'talon,https://www.wow-petopia.com/npc.php?id=86750, N
Nagrand - Draenor,Wolf,Grizzlemaw,https://www.wow-petopia.com/npc.php?id=82912, N
Nagrand - Draenor,Wolf,Loup,https://www.wow-petopia.com/npc.php?id=82209, N
Nagrand - Draenor,Wolf,Lupe,https://www.wow-petopia.com/npc.php?id=82205, N
Nagrand - Draenor,Wolf,Maimclaw,https://www.wow-petopia.com/npc.php?id=87107, N
Nagrand - Draenor,Wolf,Shagor,https://www.wow-petopia.com/npc.php?id=80263, N
Nagrand - Draenor,Moth,Moth of Wrath,https://www.wow-petopia.com/npc.php?id=87089, N
Nagrand - Draenor,Riverbeast,Mu'gra,https://www.wow-petopia.com/npc.php?id=87666, N
Nagrand - Draenor,Pterrordax,Pit Beast,https://www.wow-petopia.com/npc.php?id=88208, N
Nagrand - Draenor,Boar,Porkchop,https://www.wow-petopia.com/npc.php?id=79483, N
Nagrand - Draenor,Chimaera,Tura'aka,https://www.wow-petopia.com/npc.php?id=83591, N
Nagrand - Draenor,Raptor,Vileclaw,https://www.wow-petopia.com/npc.php?id=88951, N
Nagrand - Draenor,Wasp,Xelganak,https://www.wow-petopia.com/npc.php?id=86835, N
Sholazar Basin,Bird of Prey,Aotona,https://www.wow-petopia.com/npc.php?id=32481, N
Sholazar Basin,Hound,Cerberon,https://www.wow-petopia.com/npc.php?id=28207, N
Sholazar Basin,Hound,Glonn,https://www.wow-petopia.com/npc.php?id=28211, N
Sholazar Basin,Clefthoof,Farunn,https://www.wow-petopia.com/npc.php?id=28288, N
Sholazar Basin,Gorilla,Hardknuckle Matriarch,https://www.wow-petopia.com/npc.php?id=28213, N
Sholazar Basin,Devilsaur,King Krush,https://www.wow-petopia.com/npc.php?id=32485, N
Sholazar Basin,Spirit Beast,Loque'nahak,https://www.wow-petopia.com/npc.php?id=32517, N
Sholazar Basin,Cat,Pitch,https://www.wow-petopia.com/npc.php?id=28097, N
Sholazar Basin,Cat,Shango,https://www.wow-petopia.com/npc.php?id=28297, N
Sholazar Basin,Crocolisk,Ravenous Mangal Crocolisk,https://www.wow-petopia.com/npc.php?id=28325, N
Sholazar Basin,Hydra,Spirit of Atha,https://www.wow-petopia.com/npc.php?id=29033, N
Sholazar Basin,Serpent,Venomtip,https://www.wow-petopia.com/npc.php?id=28358, N
The Rookery (Dungeon),Spirit Beast,Aradan,https://www.wow-petopia.com/npc.php?id=213428, N
Stonetalon Mountains,Carrion Bird,Arae,https://www.wow-petopia.com/npc.php?id=50812, N
Stonetalon Mountains,Tallstrider,Dustflight the Cowardly,https://www.wow-petopia.com/npc.php?id=50884, N
Stonetalon Mountains,Cat,Feras,https://www.wow-petopia.com/npc.php?id=50825, N
Stonetalon Mountains,Gorilla,Goldenback,https://www.wow-petopia.com/npc.php?id=50986, N
Stonetalon Mountains,Spider,Iriss the Widow,https://www.wow-petopia.com/npc.php?id=50759, N
Stonetalon Mountains,Spider,Queen Silith,https://www.wow-petopia.com/npc.php?id=41185, N
Stonetalon Mountains,Beetle,Khep-Re,https://www.wow-petopia.com/npc.php?id=51062, N
Stonetalon Mountains,Lesser Dragonkin, Nal'taszar,https://www.wow-petopia.com/npc.php?id=4066, N
Stonetalon Mountains,Feathermane,Pridewing Patriarch,https://www.wow-petopia.com/npc.php?id=4015, N
Stonetalon Mountains,Feathermane,Sorrow Wing,https://www.wow-petopia.com/npc.php?id=5928, N
Stonetalon Mountains,Bird of Prey,Quall,https://www.wow-petopia.com/npc.php?id=50343, N
Stonetalon Mountains,Wind Serpent,Sparkwing,https://www.wow-petopia.com/npc.php?id=50786, N
Stonetalon Mountains,Raptor,Tenok,https://www.wow-petopia.com/npc.php?id=50874, N
Stonetalon Mountains,Wasp,Volux,https://www.wow-petopia.com/npc.php?id=50895, N
Winterspring,Hound,Arcanus,https://www.wow-petopia.com/npc.php?id=51045, N
Winterspring,Clefthoof,Bornak the Gorer,https://www.wow-petopia.com/npc.php?id=50997, N
Winterspring,Clefthoof,Bruiser,https://www.wow-petopia.com/npc.php?id=50995, N
Winterspring,Clefthoof,Gal'dorak,https://www.wow-petopia.com/npc.php?id=50993, N
Winterspring,Chimaera,Brumeran,https://www.wow-petopia.com/npc.php?id=10807, N
Winterspring,Chimaera, Norissis,https://www.wow-petopia.com/npc.php?id=50348, N
Winterspring,Chimaera,Ronak,https://www.wow-petopia.com/npc.php?id=50346, N
Winterspring,Bird of Prey,Hell-Hoot,https://www.wow-petopia.com/npc.php?id=50044, N
Winterspring,Cat,Iceclaw,https://www.wow-petopia.com/npc.php?id=50819, N
Winterspring,Cat,Rak'Shiri,https://www.wow-petopia.com/npc.php?id=10200, N
Winterspring,Cat,Shy-Rotam,https://www.wow-petopia.com/npc.php?id=10737, N
Winterspring,Cat,Sian-Rotam,https://www.wow-petopia.com/npc.php?id=10741, N
Winterspring,Dragonhawk,Manas,https://www.wow-petopia.com/npc.php?id=50353, N
Winterspring,Wind Serpent,Quetzl,https://www.wow-petopia.com/npc.php?id=50788, N
Winterspring,Bear,Rimepelt,https://www.wow-petopia.com/npc.php?id=48765, N
Winterspring,Bear,Ursius,https://www.wow-petopia.com/npc.php?id=10806, N
Winterspring,Feathermane,Snowblind,https://www.wow-petopia.com/npc.php?id=16874, N
Winterspring,Worm,The Deep Tunneler,https://www.wow-petopia.com/npc.php?id=51028, N
Drustvar,Serpent,Arclight,https://www.wow-petopia.com/npc.php?id=137824, N
Drustvar,Feathermane,Avalanche,https://www.wow-petopia.com/npc.php?id=137825, N
Drustvar,Wasp,Barbthorn Queen,https://www.wow-petopia.com/npc.php?id=127333, N
Drustvar,Spider,Beshol,https://www.wow-petopia.com/npc.php?id=129805, N
Drustvar,Spider,Bilefang Mother,https://www.wow-petopia.com/npc.php?id=132319, N
Drustvar,Boar,Betsy,https://www.wow-petopia.com/npc.php?id=124548, N
Drustvar,Boar,Gorged Boar,https://www.wow-petopia.com/npc.php?id=138675, N
Drustvar,Bird of Prey,Brinebeak,https://www.wow-petopia.com/npc.php?id=127553, N
Drustvar,Bird of Prey,Talon,https://www.wow-petopia.com/npc.php?id=129950, N
Drustvar,Stag,Gorehorn,https://www.wow-petopia.com/npc.php?id=129835, N
Drustvar,Carrion Bird, Nevermore,https://www.wow-petopia.com/npc.php?id=130138, N
Drustvar,Rodent,Quillrat Matriarch,https://www.wow-petopia.com/npc.php?id=125453, N
Drustvar,Wolf,The Rime Huntress,https://www.wow-petopia.com/npc.php?id=136697, N
Drustvar,Crab,Vicemaul,https://www.wow-petopia.com/npc.php?id=127651, N
Grizzly Hills,Spirit Beast,Arcturis,https://www.wow-petopia.com/npc.php?id=38453, N
Grizzly Hills,Wolf,Goremaw,https://www.wow-petopia.com/npc.php?id=27578, N
Grizzly Hills,Wolf,Grizzlesnout,https://www.wow-petopia.com/npc.php?id=27523, N
Mulgore,Scalehide,Arra'chea,https://www.wow-petopia.com/npc.php?id=3058, N
Mulgore,Tallstrider,Mazzranache,https://www.wow-petopia.com/npc.php?id=3068, N
Mulgore,Cat,The Rake,https://www.wow-petopia.com/npc.php?id=5807, N
Loch Modan,Fox,Ashtail,https://www.wow-petopia.com/npc.php?id=45380, N
Loch Modan,Crocolisk,Gosh-Haldir,https://www.wow-petopia.com/npc.php?id=2476, N
Loch Modan,Carrion Bird,Lord Condar,https://www.wow-petopia.com/npc.php?id=14268, N
Loch Modan,Wasp, Nix,https://www.wow-petopia.com/npc.php?id=45402, N
Loch Modan,Bear,Ol' Sooty,https://www.wow-petopia.com/npc.php?id=1225, N
Loch Modan,Mechanical,Optimo,https://www.wow-petopia.com/npc.php?id=45399, N
Loch Modan,Spider,Shanda the Spinner,https://www.wow-petopia.com/npc.php?id=14266, N
Borean Tundra,Moth,Aspatha the Broodmother,https://www.wow-petopia.com/npc.php?id=25498, N
Borean Tundra,Clefthoof,Icehorn,https://www.wow-petopia.com/npc.php?id=32361, N
Borean Tundra,Wolf,Rockfang,https://www.wow-petopia.com/npc.php?id=25774, N
Searing Gorge,Raptor,Avis,https://www.wow-petopia.com/npc.php?id=50876, N
Searing Gorge,Boar,Crystalback,https://www.wow-petopia.com/npc.php?id=50948, N
Searing Gorge,Boar,Hogzilla,https://www.wow-petopia.com/npc.php?id=50946, N
Searing Gorge,Scalehide,Margol the Rager,https://www.wow-petopia.com/npc.php?id=5833, N
Searing Gorge,Spider,Rekk'tilac,https://www.wow-petopia.com/npc.php?id=8277, N
Searing Gorge,Hound,Rexxus,https://www.wow-petopia.com/npc.php?id=51048, N
Searing Gorge,Scorpid,Scorpoxx,https://www.wow-petopia.com/npc.php?id=51002, N
Searing Gorge,Scorpid,Snips,https://www.wow-petopia.com/npc.php?id=51010, N
Searing Gorge,Devilsaur,Slavermaw,https://www.wow-petopia.com/npc.php?id=50846, N
Azsuna,Basilisk,Axetail Basilisk Matriarch,https://www.wow-petopia.com/npc.php?id=99598, N
Azsuna,Feathermane,Daggerbeak,https://www.wow-petopia.com/npc.php?id=90057, N
Azsuna,Feathermane, Netherbeak,https://www.wow-petopia.com/npc.php?id=16875, N
Azsuna,Feathermane,Pridelord Meowl,https://www.wow-petopia.com/npc.php?id=90901, N
Azsuna,Feathermane,Stormfeather,https://www.wow-petopia.com/npc.php?id=109594, N
Azsuna,Crab,Deepclaw,https://www.wow-petopia.com/npc.php?id=109702, N
Azsuna,Courser,Devious Sunrunner,https://www.wow-petopia.com/npc.php?id=112637, N
Azsuna,Courser,Jojo the Palestrider,https://www.wow-petopia.com/npc.php?id=104815, N
Azsuna,Courser,Sinister Leyrunner,https://www.wow-petopia.com/npc.php?id=112636, N
Azsuna,Hydra,Gangamesh,https://www.wow-petopia.com/npc.php?id=89653, N
Azsuna,Boar,Leytusk,https://www.wow-petopia.com/npc.php?id=100846, N
Azsuna,Bear,Mac the Bear,https://www.wow-petopia.com/npc.php?id=109324, N
Azsuna,Mechanical,Rush,https://www.wow-petopia.com/npc.php?id=108088, N
Azsuna,Bird of Prey,Salty,https://www.wow-petopia.com/npc.php?id=113408, N
Azsuna,Shale Beast,Ualair,https://www.wow-petopia.com/npc.php?id=106665, N
Ruins of Ahn'Qiraj (Raid),Wasp,Ayamiss the Hunter,https://www.wow-petopia.com/npc.php?id=15369, N
Ruins of Ahn'Qiraj (Raid),Aqiri,Buru the Gorger,https://www.wow-petopia.com/npc.php?id=15370, N
Ruins of Ahn'Qiraj (Raid),Aqiri,Kurinnaxx,https://www.wow-petopia.com/npc.php?id=15348, N
Burning Steppes,Ravager,Azelisk,https://www.wow-petopia.com/npc.php?id=50725, N
Burning Steppes,Ravager,Venomspine,https://www.wow-petopia.com/npc.php?id=50730, N
Burning Steppes,Carrion Bird,Catal,https://www.wow-petopia.com/npc.php?id=50807, N
Burning Steppes,Carrion Bird,Favored of Isiset,https://www.wow-petopia.com/npc.php?id=50810, N
Burning Steppes,Wind Serpent,Chiaa,https://www.wow-petopia.com/npc.php?id=50792, N
Burning Steppes,Wolf,Deathmaw,https://www.wow-petopia.com/npc.php?id=10077, N
Burning Steppes,Hyena,Jaxx the Rabid,https://www.wow-petopia.com/npc.php?id=50855, N
Burning Steppes,Core Hound,Magmagan,https://www.wow-petopia.com/npc.php?id=50842, N
Burning Steppes,Ray,Ornat,https://www.wow-petopia.com/npc.php?id=50361, N
Burning Steppes,Dragonhawk,Sunwing,https://www.wow-petopia.com/npc.php?id=50357, N
Zuldazar,Lizard,Azuresail the Ancient,https://www.wow-petopia.com/npc.php?id=135510, N
Zuldazar,Lizard,Kandak,https://www.wow-petopia.com/npc.php?id=126637, N
Zuldazar,Lizard,Sabertusk Empress,https://www.wow-petopia.com/npc.php?id=129323, N
Zuldazar,Lizard,Spinethrash,https://www.wow-petopia.com/npc.php?id=152114, N
Zuldazar,Lizard,Torraske the Eternal,https://www.wow-petopia.com/npc.php?id=127939, N
Zuldazar,Blood Beast,Bloodbulge,https://www.wow-petopia.com/npc.php?id=128699, N
Zuldazar,Raptor,Bonescreamer,https://www.wow-petopia.com/npc.php?id=140699, N
Zuldazar,Raptor, N'chala the Egg Thief,https://www.wow-petopia.com/npc.php?id=149147, N
Zuldazar,Raptor,Queenfeather,https://www.wow-petopia.com/npc.php?id=139365, N
Zuldazar,Raptor,Umbra'jin,https://www.wow-petopia.com/npc.php?id=122004, N
Zuldazar,Pterrordax,Bramblewing,https://www.wow-petopia.com/npc.php?id=131718, N
Zuldazar,Hydra,Gahz'ralka,https://www.wow-petopia.com/npc.php?id=129954, N
Zuldazar,Devilsaur,Hungry Savagelands Juvenile,https://www.wow-petopia.com/npc.php?id=152296, N
Zuldazar,Devilsaur,King K'tal,https://www.wow-petopia.com/npc.php?id=123502, N
Zuldazar,Devilsaur,Pinky,https://www.wow-petopia.com/npc.php?id=126732, N
Zuldazar,Devilsaur,Ten'gor,https://www.wow-petopia.com/npc.php?id=130713, N
Zuldazar,Devilsaur,Twisted Child of Rezan,https://www.wow-petopia.com/npc.php?id=130643, N
Zuldazar,Riverbeast,Kiboku,https://www.wow-petopia.com/npc.php?id=132244, N
Zuldazar,Riverbeast,Wildtusk,https://www.wow-petopia.com/npc.php?id=123653, N
Zuldazar,Direhorn,Kil'Tawan,https://www.wow-petopia.com/npc.php?id=135508, N
Zuldazar,Direhorn, Nol'ixwan,https://www.wow-petopia.com/npc.php?id=130741, N
Zuldazar,Direhorn,Tia'Kawan,https://www.wow-petopia.com/npc.php?id=133163, N
Zuldazar,Gorilla,King Da'ka,https://www.wow-petopia.com/npc.php?id=130948, N
Zuldazar,Gorilla,Prime Thumpknuckle,https://www.wow-petopia.com/npc.php?id=136334, N
Zuldazar,Stone Hound,Lei-zhi,https://www.wow-petopia.com/npc.php?id=131233, N
Zuldazar,Bird of Prey,Murderbeak,https://www.wow-petopia.com/npc.php?id=134782, N
Zuldazar,Crab,Ol' Bubbly,https://www.wow-petopia.com/npc.php?id=132650, N
Zuldazar,Crab,Tambano,https://www.wow-petopia.com/npc.php?id=131687, N
Zuldazar,Wind Serpent,Territorial Razorwing,https://www.wow-petopia.com/npc.php?id=135304, N
Zuldazar,Wind Serpent,Vukuba,https://www.wow-petopia.com/npc.php?id=134048, N
Zuldazar,Spider,Umbra'rix,https://www.wow-petopia.com/npc.php?id=134717, N
Zuldazar,Carapid,Warcrawler Karkithiss,https://www.wow-petopia.com/npc.php?id=133842, N
Southern Barrens,Wind Serpent,Azzere the Skyblade,https://www.wow-petopia.com/npc.php?id=5834, N
Southern Barrens,Beetle,Silithid Harvester,https://www.wow-petopia.com/npc.php?id=3253, N
Southern Barrens,Hyena,Snort the Heckler,https://www.wow-petopia.com/npc.php?id=5829, N
Southern Barrens,Scalehide,Thunderstomp,https://www.wow-petopia.com/npc.php?id=5832, N
Nagrand - Outland,Stag,Bach'lor,https://www.wow-petopia.com/npc.php?id=18258, N
Nagrand - Outland,Clefthoof,Banthar,https://www.wow-petopia.com/npc.php?id=18259, N
Nagrand - Outland,Clefthoof,Brokentoe,https://www.wow-petopia.com/npc.php?id=18398, N
Nagrand - Outland,Crocolisk,Goretooth,https://www.wow-petopia.com/npc.php?id=17144, N
Nagrand - Outland,Bird of Prey,Gutripper,https://www.wow-petopia.com/npc.php?id=18257, N
Nagrand - Outland,Bird of Prey,Windroc Matriarch,https://www.wow-petopia.com/npc.php?id=19055, N
Nagrand - Outland,Mammoth,Tusker,https://www.wow-petopia.com/npc.php?id=18290, N
Val'sharah,Cat,Bahagar,https://www.wow-petopia.com/npc.php?id=110562, N
Val'sharah,Carrion Bird,Gorebeak,https://www.wow-petopia.com/npc.php?id=92117, N
Val'sharah,Basilisk,Leygazer,https://www.wow-petopia.com/npc.php?id=97030, N
Val'sharah,Bird of Prey,Rotbeak,https://www.wow-petopia.com/npc.php?id=94383, N
Val'sharah,Bear,Well-Fed Bear,https://www.wow-petopia.com/npc.php?id=103785, N
Val'sharah,Feathermane,Wraithtalon,https://www.wow-petopia.com/npc.php?id=97504, N
Nazjatar,Lizard,Banescale the Packfather,https://www.wow-petopia.com/npc.php?id=152361, N
Nazjatar,Lizard,Siltstalker the Packmother,https://www.wow-petopia.com/npc.php?id=152359, N
Nazjatar,Lizard,Toxigore the Alpha,https://www.wow-petopia.com/npc.php?id=152360, N
Nazjatar,Crab,Braxicus,https://www.wow-petopia.com/npc.php?id=153026, N
Nazjatar,Crab,Caverndark Terror,https://www.wow-petopia.com/npc.php?id=152464, N
Nazjatar,Crab,Iridescent Glimmershell,https://www.wow-petopia.com/npc.php?id=152448, N
Nazjatar,Crab, Needlespine,https://www.wow-petopia.com/npc.php?id=152465, N
Nazjatar,Crab,Sandclaw Stoneshell,https://www.wow-petopia.com/npc.php?id=152795, N
Nazjatar,Serpent,Chasm-Haunter,https://www.wow-petopia.com/npc.php?id=152556, N
Nazjatar,Serpent,Elderspawn Nalaada,https://www.wow-petopia.com/npc.php?id=152555, N
Nazjatar,Serpent,Shassera,https://www.wow-petopia.com/npc.php?id=152552, N
Nazjatar,Ray,Deepglider,https://www.wow-petopia.com/npc.php?id=152291, N
Nazjatar,Ray,Soundless,https://www.wow-petopia.com/npc.php?id=152290, N
Nazjatar,Ray,Wrinklefin,https://www.wow-petopia.com/npc.php?id=153764, N
Nazjatar,Turtle,Garnetscale,https://www.wow-petopia.com/npc.php?id=152553, N
Nazjatar,Hydra,Scale Matriarch Gratinax,https://www.wow-petopia.com/npc.php?id=152548, N
Nazjatar,Hydra,Scale Matriarch Vynara,https://www.wow-petopia.com/npc.php?id=152545, N
Nazjatar,Hydra,Scale Matriarch Zodia,https://www.wow-petopia.com/npc.php?id=152542, N
Nazjatar,Worm,Shiz'narasz the Consumer,https://www.wow-petopia.com/npc.php?id=153658, N
Twilight Highlands,Wolf,Barkmutt,https://www.wow-petopia.com/npc.php?id=47769, N
Twilight Highlands,Spirit Beast,Karoma,https://www.wow-petopia.com/npc.php?id=50138, N
Twilight Highlands,Cat,Sambas,https://www.wow-petopia.com/npc.php?id=50159, N
Badlands,Wolf,Barnabus,https://www.wow-petopia.com/npc.php?id=2753, N
Badlands,Scorpid,Blackshell the Impenetrable,https://www.wow-petopia.com/npc.php?id=51000, N
Badlands,Scorpid,Serkett,https://www.wow-petopia.com/npc.php?id=51007, N
Badlands,Cat,Broken Tooth,https://www.wow-petopia.com/npc.php?id=2850, N
Badlands,Cat,Tabbs,https://www.wow-petopia.com/npc.php?id=50838, N
Badlands,Ravager,Deathstrike,https://www.wow-petopia.com/npc.php?id=50728, N
Badlands,Ravager,Kalixx,https://www.wow-petopia.com/npc.php?id=50726, N
Badlands,Ravager, Needlefang,https://www.wow-petopia.com/npc.php?id=50731, N
Badlands,Warp Stalker,Vorticus,https://www.wow-petopia.com/npc.php?id=51021, N
Badlands,Warp Stalker,Zormus,https://www.wow-petopia.com/npc.php?id=51018, N
Badlands,Carrion Bird,Zaricotl,https://www.wow-petopia.com/npc.php?id=2931, N
Thousand Needles,Crab,Barnacle Jim,https://www.wow-petopia.com/npc.php?id=50952, N
Thousand Needles,Wasp,Cyn,https://www.wow-petopia.com/npc.php?id=50892, N
Thousand Needles,Hyena,Galak Packhound,https://www.wow-petopia.com/npc.php?id=4250, N
Thousand Needles,Aqiri,Hive Controller,https://www.wow-petopia.com/npc.php?id=47389, N
Thousand Needles,Aqiri,Kaxx,https://www.wow-petopia.com/npc.php?id=50741, N
Thousand Needles,Aqiri,Krkk'kx,https://www.wow-petopia.com/npc.php?id=4132, N
Thousand Needles,Aqiri, Nyaj,https://www.wow-petopia.com/npc.php?id=50748, N
Thousand Needles,Basilisk,Ironeye the Invincible,https://www.wow-petopia.com/npc.php?id=5935, N
Thousand Needles,Bat,Rrakk,https://www.wow-petopia.com/npc.php?id=50329, N
Thousand Needles,Wind Serpent,Skyshadow,https://www.wow-petopia.com/npc.php?id=50785, N
Thousand Needles,Ravager,Strix the Barbed,https://www.wow-petopia.com/npc.php?id=50727, N
Thousand Needles,Scorpid,The Barbed Horror,https://www.wow-petopia.com/npc.php?id=51008, N
Thousand Needles,Scorpid,Venomclaw,https://www.wow-petopia.com/npc.php?id=51001, N
Thousand Needles,Scorpid,Vile Sting,https://www.wow-petopia.com/npc.php?id=5937, N
Tiragarde Sound,Hydra,Bashmu,https://www.wow-petopia.com/npc.php?id=132068, N
Tiragarde Sound,Wasp,Blackthorne,https://www.wow-petopia.com/npc.php?id=139145, N
Tiragarde Sound,Wasp,The Hornet,https://www.wow-petopia.com/npc.php?id=137450, N
